text,category
"Is ftp site I get MS speaker sound driver? There's ""sound.exe"" file claims driver I'm suspicious since it's .drv file. Thanks",1
There library map projections in: charon.er.usgs.gov,0
"I quit windows normally run special DOS app, got done tried start windows. Ok got title screen, Windows background, DOS error loading PROGMAN.EXE. Hum, yep PROGMAN.EXE still there. Must bad, ok pull PROGMAN.EXE backup tape, start windows, get windows title screen, windows background, DOS error. HUM! Fire good ol' Norton Disk Doctor, test, 500 lost clusters! Ok, fix them, look them, doesn't look important. Remove Windows directory, reinstall disks. Fire windows, title screen, background, Program Manager, Success! I 486/50 (Amy) 4 meg RAM, 120 meg HD, SVGA, running DOS 5.0, special memory managers stuff, basic Windows 3.1 A 12 meg permanent swap file using 32-bit Access. I mainly use Windows run one DOS app time. (ie downloading Qmodem DOS window open, possibly POV running background.) I've noticed since I started using Windows months ago, lost clusters gotten common. Although I don't like data disappear, really haven't problem except today. Has anyone else problems lost clusters running windows? And could I fix problem, I'd sleep better knowing Amy wasn't loosing marbles. :) Steven",1
"Hi all, I looking recommandation good royalty free graphics library package C C++ program. This mainly use write children games education software. I heard someone mentioned Genus also GFX Are good? Please pardon question sounds little strange, I asking question friend. Thanks advance!",0
============================================================================== Could someone please tell Best FTP'able viewer available MSDOS I running 486 33mhz SVGA monitor. I need look gifs mainly would advantageous ran windows...........thanks,0
Are X window servers run MS-Windows?? I know Deskview seen action. Are others?? Thanks advance.,1
"I getting desperate. I report must finished midnight, W4W doesn't seem appears MUST! I use autonum field numbering chapters, document distributed amongst several files. I can't find way make Word start numbering something else 0 1. Of course, everything fine first file, it's pretty stupid ALL chapters numbered 1 !!!!!!!! Please, ANY solution (except putting one 10M document ...) e-mail immediately As I working th report I hardly time read News, please e-mail me. All answers heartly welcome ... In advance, thanx lot !!!!!!",1
"molecules evolved esoteric academic subject international industry. Computer graphics played decisive role transformation allowing chemists build, visualize interact complex geometrical objects. While computer scientists conversant language discipline, often unfamiliar terminology, simulation techniques practical needs research chemists. Similarly, chemists often unfamiliar latest paradigms technological advances graphical computing. This interdisciplinary course intended bridge gap computer science chemistry equip chemistry researchers wish casual users prepackaged graphics software. Although intended course computational chemistry drug design, data sets chemical research problems used lab students encouraged bring data sets own. Lab exercises projects carried using data-flow programming (IBM Visualization Data Explorer software) students access Cornell Theory Center computing resources, including video recording equipment. Audience: researchers students chemical biological sciences interested integrating state-of-the-art computer graphics research; computer scientists wishing gain familiarity major application scientific visualization. The class size limited 25 participants first-come first-served basis. Level: Graduate/advanced undergraduate, 1 2 Credits. May taken without credit workshop. Calculus, linear algebra introductory chemistry required. Familiarity Unix, X-windows C useful required. Date: June 14-25, 1993 (2 Credits) June 14-18, 1993 (1 0 credits) Time: Mon-Fri 9:00 12:00 pm 1:00 pm 4:00 pm Cost: 0 1 credit $410 2 credits $820 Format The course held Theory Center training facility computer workstations available. Daily lectures interspersed laboratory exercises ample time provided project enablement familiarization new computing environment. Students enrolled one credit graded basis laboratory exercises short final project. Those enrolled second credit receive advanced lectures, given time project development meet daily share experience discuss problems encountered. Content (may vary) Elements computer graphics polygonal rendering, lighting models, ray tracing, volumetric rendering, stereo graphics, animation, introduction data-flow programming (DX), interactivity. Representing atom size, time energy scales basic classical quantum mechanics Important categories molecules small molecules, biopolymers, surfaces catalysts, miscellaneous current applications Data formats conversions Advanced molecular graphics techniques Types simulation experiment electronic structure, molecular dynamics/mechanics electrostatics, X-ray crystallography, NMR, quantum dynamics spectroscopy. Instructors The course taught two instructors. Topics related computer graphics handled Dr. Bruce Land, Project Leader Visualization, Cornell National Supercomputing Facility. Chemistry-specific aspects course handled Dr. Richard E. Gillilan, Visualization Specialist Research Scientist, Cornell National Supercomputing Facility TO REGISTER: mail completed form Cornell University School Continuing Education Summer Sessions B20 Day Hall Ithaca, NY 14853-2801 Questions: Richard Gillilan (607) 254-8757 richard@tc.cornell.edu IMPORTANT: Acceptance first-come, first-served based target class size 15 full-credit 10 single non-credit participants. DEADLINE: May 20, 1993 ----------------------- Application Form ---------------------- Scientific Visualization Chemical Systems Chemistry 782 Computer Science 718 U.S. Social Security number (if available) _____ - ___ - _______ Cornell ID number (if available) ________________ Name: _______________________________________________________________ Last First Middle Suffix (Jr, etc) Address: _____________________________________________________________ _____________________________________________________________ _____________________________________________________________ Home Address (where grades mailed): _____________________________________________________________ _____________________________________________________________ _____________________________________________________________ Local Phone ________________ Home Phone _______________ Academic Discipline _____________________________ Course number (check one): __ Chemistry __ Computer Science Credits: __.__ Status: __ Undergraduate Student __ Smart Node Consultant __ Graduate Student __ Smart Node Advisor __ Post-Doctoral __ Faculty __ Other (explain) _______________ Corporate Commercial __ Research Staff __ Other (explain) ______________ Name Firm ___________________________________________________________ Indicate following best describes (optional): __ African American __ Alaskan Native __ Asian American __ Caucasian __ Hispanic American __ Native American List special needs (e.g. mobility impaired): ____________________________ ---------------------------------------------------------------------------- Accommodations: Blocks rooms available Sheraton. Reservations must made later May 17. Be sure tell ""Cornell Theory Center Visualization Workshop"". Sheraton Inn One Sheraton Drive, Ithaca (607) 257-2000 FAX: 607-257-398 Rates starting $64.00 Other local motels (Make reservation early! Our workshop coincides Cornell events) Econo Lodge Cayuga Mall 2303 N. Triphammer Rd. Ithaca (607) 257-1400 (800) 466-6900 FAX: (607) 257-6359 Rates $35.10 (ask Cornell Rate) Dorm rooms also reserved participants (both credit non-credit). Participants interested dorm rooms call (below) registration information:",0
"To interested new ATI Ultra Cards: I posted questions regarding new ATI Ultra Pro cards asked confirmation opinions. This message summary responses. Thanks replied. a) The higher memory limits apply ISA cards only, far I know. The VLB EISA version problems. b) I'm pretty sure experience ISA version doesn't work systems 16M Ram. There supposed way switching ""memory aperture"" feature prevent this, apparently doesn't work. I posted ""help me"" messages net people indicated EISA card didn't problem. c) FALSE d) The VLB card, I have, allows set memory aperture 32M using configuration software. No messing jumpers necessary. The 32M problem probably valid ISA cards. a) Again, memory aperture need disabled 124M RAM (EISA VLB) 12 M (ISA). 32M problem you. b) Dunno. c) Depends bus. YES ISA, NO EISA Localbus a) Nope. I use 640x480 72hz, 24-bit 800x600 70hz, 24-bit, non-interlaced. b) Yes - According PC Magazine, they've tested local bus version 1024x768 24-bit may may interlaced. c) Not Pro. Sometimes Plus. Some modes may run interlaced certain monitors. This nothing 24 bits ... screen size. Note 24 bit color Windows MUST 2 megs, memory size calculations notwithstanding. a) They aren't perfect, much improved. I don't recall last time I leave mach 32 mode (ATI GUP mode) switch 8514 VGA mode due software incompatibility. b) True. Many people recommended going back Build 55 54. c) They appear excellent, bugs. For example, certain graphs dashed lines Mathcad 3.1 print correctly, though display OK screen. They par fancy cards .. accelerated cards also bugs. d) Overall, I like card, even driver performance somewhat less satisfactory. I running 1024*768 16 Color mode NT driver October NT version seems allow. I say Color performance quite nice Diamond Stealth VRAM, I able try lot options old driver. a) It's quite fast, whether fastest open debate. b) Yes - I'll admit fast 16-bit mode, I wanted use for. Too bad crashed (in many different ways) every 20 minutes so... c) Depends many many things. a) I like it. b) Well - PC Magazine seems think is. c) Yes, appears true :-) d) As greatest thing since sliced bread, I doubt it. Better cards coming out. Who knows, maybe ATI come something faster yet. Several reviews I read rated one Pycon Winjet card superior performer cheaper price except availability drivers, Pycon developing time. (PC Magazine, two months back) Overall, card lot potential, able use it. ----------------------------------------------------------------------------- That end questions. These discussed items group I thought needed confirmation. For familiar card I included summary (from ATI ad since I don't Graphics Ultra yet.) ATI Graphics Ultra Plus: - Accelerated 1024x768 65K colours - True colour(16.7M) 800x600 - Multimedia Video Acceleration (for Indeo Video,RLE Video 1 compressed) Stretch full motion video windows full size - Fast VGA - Includes 3 button mouse (ISA versions only) - Anti-aliased fonts (ed. avail 16 colour mode only,I think) - Real-time pan zoom across large virtual windows desktop - Around 1/2 length card size - Priced $400 U.S. ATI Graphics Ultra Pro: - Everything Graphics Ultra Plus - Faster performance VRAMS - Accelerated 1280x1024 256 colours 74Hz non-interlaced - Available ISA, EISA Microchannel - Priced $600 U.S. ATI Technologies (416) 756-0718 I hope summary use you. Al P.S. I associated ATI Technologies way used previous ATI Ultra card years (which I generally liked).",1
"I IBM run Windows 3.1. A friend installed Norton Desktop For Windows top this. It loads automatically I type ""win"", surely adds (already dismally slow) process starting up. I would like know STOP uninstall program!! I taken win.ini, still pops running windows. I big search found reference ndw.ini, system.ini progman.ini. Removing causes failure starting windows (progrman.ini ""group 7 = ...ndw.exe..."" can't deleted.) Is anyone familiar NDW tell turn off?? thanks! Chet",1
"What I'd like see generic N-dimensional widget set. I realize, wouldn't whole shitload people who'd want 3, stop? All I need Widget N viewports showing different 3-D 2-D slices stuff. alter, pat",0
": : >I Microsoft Serial Mouse using mouse.com 8.00 (was using 8.20 : >I think, switched 8.00 see better). Vertical motion : >is nice smooth, horizontal motion bad I sometimes can't click : >on something mouse jumps around. I moving mouse : >the right relatively uniform motion mouse move smoothly : >for bit, jump right, move smoothly bit jump : >again (maybe time left .5 inch!). This crazy! I : >never much trouble mouse before. Anyone solutions? Here another hint: I really jumping mouse (ps2 type), finally mouse stops jump changing HIMEM.SYS (yes, himem!), use: DEVICE=HIMEM.SYS /M:x x 1,2,...,8 (Of course computer DON'T appear list parameter) And maybe, mouse stop jump... (But problem looks like dirty mouse ;)... Hope help (to anybody!)",1
"It depends kind polygons. Convex - simple, concave - trouble, concave loop(s) inside - big trouble. Of cause, use box test avoid checking edges. According experience, simple way go. The headache stuff deal special cases, example, overlapped lines.",0
"[Deleted space; basically complaints xv 8 bit program making several modifications RGB sliders slow screen updates.] In reverse order: 1) Try clicking auto-apply box switch off. Then make mods. Then click apply. There problem stated; already solved look carefully. 2) Yes XV 8 bit program. This bug. You edit individual pallette entries global colour changes; crop, scale etc. Clearly program must save *altered* image else work would thrown away. So yes saves 8 bit images - course! XV import 24 bit images quantises 8 bits. This handy facility, bug. How would suggest colour editing 24 bit file? How would group 'related' colours edit together? Only global changes could done unless software different much complicated. If want colour editing 24 bit image, need much powerfull software - readily available commercially. And lastly, JPEG compression algorithm. It applied image arbitrary bit depth. Again, bug. It way saving disk space ;-) Later, -- Chris Lilley ---------------------------------------------------------------------------- Technical Author, ITTI Computer Graphics Visualisation Training Project Computer Graphics Unit, Manchester Computing Centre, Oxford Road, Manchester, UK. M13 9PL Internet: C.C.Lilley@mcc.ac.uk Voice: +44 (0)61 275 6045 Fax: +44 (0)61 275 6040 Janet: C.C.Lilley@uk.ac.mcc",0
"Hello, i'm interested devices too. Could also send suggestions. Thank advance. Regards. --",0
"Since loading Windows, two DOS applications acting strangely. It appears font changes page orientation changes (so far) recognized WordPerfect/DOS QuattroPro/DOS. Another DOS application accept font page orientation changes, I don't think problem printer. I reloaded QuattroPro, changes still accepted whether launching Windows DOS prompt. Does anyone suggestions look correct problem? I've ordered QuattroPro Windows, need landscape application printed immediately. Please e-mail. Thanks advance!",1
"This sounds like good question, hardware specific him, general please respond via news e-mail. There probably alot people wanting read replies, including myself. mike packard@aplcomm.jhuapl.edu",1
"PhaNG, Philadelphia Area NEXTSTEP User Group, holding public sneak preview NEXTSTEP Intel Processors. Where: David Rittenhouse Labs Room A1 33rd And Walnut, southeast corner, Philadelphia PA When: Wednesday, May 5th 7 pm 9 pm NEXTSTEP 32 bit UNIX based operating environment has, now, available Motorola-based NeXT computers. In May 11th issue PC Magazine called NEXTSTEP ""Hot Prospect"". Now, NeXT nearing release version NEXTSTEP run 486-based PC's, yet identical 68040 version. In fact, NEXTSTEP 3.1 includes ability easily compile program single binary run Intel Motorola hardware. NEXTSTEP 3.1 Intel Processors demonstrated Epson Progression 486 computer. NEXTSTEP scheduled release May 25 NeXTWorld Expo San Francisco. The demonstration open public. Come one come all! If interested seeing advanced PC operating system around, come by! For brief summary NEXTSTEP offers, see May 11th issue PC Magazine, page 66. For information, contact me: Jonathan Hendry PhaNG, Philadelphia Area NEXTSTEP User Group 215-653-0911 jon@afs.com -- Jonathan W. Hendry Drexel University College Of Info. Studies tjhendry@queen.mcs.drexel.edu ""The experience programming Windows vs. experience programming NeXTStep like going dentist root canal without anaesthetic vs. going dentist gums cleaned w/some nitrous-oxide thrown entertainment side things."" bbum@stone.co -- Jonathan W. Hendry Drexel University College Of Info. Studies tjhendry@queen.mcs.drexel.edu",1
"I downloaded file xv221exe.zip site someone posted here. It contained files: CJPEG.EXE DJPEG.EXE XV.EXE When I tried run it, said ""Couldn't run go32.exe"" halts. What's matter this? Are files missing .zip? What go32.exe? help appreciated. bye, Wolfram --",0
"Hi. Well, I really hate make decision, recently, I choose whether stacker 3.0 dos 6.0 double space poor HD. I using windwos 3.1 I hope I choose live windows. Any help appreciated.",1
"If question covered elsewhere, I apologize, I need information fast. My department given large sum money install video system network IBM RS6000 workstations. This area I expertise, I wonder anyone offer advice. We would like system, based either VHS 8mm video allow one write video, frame frame tape play-back real time. It's visualization physics problems. Can anyone tell hardware available would work system? Some support software obviously needed too, nothing particularly sophisticated, since software actually use visualization already written. Please email replies, I don't read group. Many thanks help.",0
"Hello, I'm investigating purchase Object Oriented Application Framework. I come across look good: Zapp 1.1 Inmark Zinc 3.5 Zinc software C++/Views Liant Win++ Blaise Some considerations I'm using: Being new Windows programming (I'm UNIX/X world), quality intuitivness abstraction class libraries provide important. However, since I'm adverse learning internals Windows programming, new programming methodology closely aligned native one. I don't believe arbitrary levels abstraction, sake changing API, valuable. Since developing 32bit Windows NT system memory management issues issues particular Windows 3.1 API less important. We probably buy another C++ class library (something like Tools.h++ Booch components Rational) handle data structures miscellaneous stuff (allocators etc...). So features important toolkit have. The two I narrowed ZApp Zinc, seem two toolkits received attention media. I wondering anyone first-hand experience toolkits (especially ZApp Zinc). A couple observations toolkits seem particularly noteworthy are: ZApp ---- Seems extensive coverage Windows functionality also includes miscellaneous useful classes. Has new fancy 3D-style controls available, support custom controls. Has Windows NT version (Essential) Redirectable graphics display/output architecture (useful printing) Sizer class automatically managing control layout resize. Seems newcomer, could advantage designing better system. Zinc ---- Has platform independent resource strategy. (Not important right now) Comes interface builder tool Has Windows NT version (Essential) Seems around longer (more mature), grew DOS version. Had better demo :-) Both source code availability options Both lacking OLE support Neither seem particular support multimedia type stuff Any thoughts anyone would much appreciated, Thanks, Brett Harper",1
"In UIBM PC world, much ""standard"" VESA become SVGA graphics? I know lots graphics-board companies there, well several graphics chips manufacturers- adhering VESA standard, effect is/will VESA Local Bus this? Anyone?",0
"Can somebody help this..... I installed Version 104 McAFree anti-virus program tried scan entire hard disk, got message ""Sorry, I can't open xxxx"" couple files, including WScan104.exe. This didn't happen (in previous version) appear friend's machine.",1
"zyda@cs.nps.navy.mil (Michael Zyda) notes: I problem called people handle box; problem happened time ago caught almost instantly. All registrations going address fixed. See trouble get don't procrastinate, Mike? And no, SIGGRAPH 93 skipped town -- we're preparing best SIGGRAPH conference yet!",0
"Peter, there's radiosity package ahead. The problem is: miles sail ... ;-^ Let's serious... I'm working radiosity package, written C++. I would like make public domain. I'll announce c.g. minute I finished it. That good news. The bad news: It'll take another 2 months (at least) finish it. In meantime may look file Radiosity_code.tar.Z located compute1.cc.ncsu.edu (there locations; look archie get nearest) Hope that'll help. Yours Stephan ---------------------------------------------------------------------------- Stephan Amann SIG Computer Graphics, University Berne, Switzerland amann@iam.unibe.ch Tel +41 31 65 46 79 Fax +41 31 65 39 65 Projects: Radiosity, Raytracing, Computer Graphics",0
"The equation sphere 4 points (x1,y1,z1),...,(x4,y4,z4) | x^2+y^2+z^2 x1^2+y1^2+z1^2 ... x4^2+y4^2+z4^2 | | x x1 ... x4 | | y1 ... y4 | = 0 | z z1 ... z4 | | 1 1 ... 1 | When 5 5 determininant expanded first column get equation form A(x^2+y^2+z^2) + Bx + Cy + Dz + E = 0 If need center radius, jyst divide A (it cannot zero 4 given points form non-degenerate tetrahedron) complete square x, y, z obtain (x-xc)^2 + (y-yc)^2 + (z-zc)^2 = r^2",0
"I used version 1.17 drivers Win 3.1 new 2.03 drivers. I none problems. No GPF's all. I feeling problems card drivers. The ATI Ultra drivers considered reliable market, SS 24X ones seem quite good well. Maybe check BIOS problems Gateway. I know people Gateway DX2's, found problem compatibility -- especially graphics. The GPF's I ever directly attributable using/ abusing applications. I even got newest drivers Diamond people started complaining. I still one small problem them, hardware cursor slightly jumpy writes/ reads swap file.",1
There's The sound.exe actually self extracting script includes .drv file. Works great!,1
"I seeking alternate solutions turn Postscript Type 1 TrueType font outline polygons subsequently scan converted 3D scanline renderer. I studying problem font conversion years never need implement system. Well, I opportunity write font rendering software I would like questions answered I jump deep end. The main problem I face use even/odd non-winding rules turn outlines single outline polygon (my renderer handle complex polygons need reduce polygons simple polygons). For example, letter ""O"" two outlines: 1) The outside outline clockwise (TrueType font) 2) The inside outline counterclockwise. One common solution used number rendering packages simply connect inner outline outer outline point two outlines closest. This equivalent descibing ""polygon holes"". The renderer make appropriate hole since interior polygon edges opposite direction outside edges. I want use simplistic system since: 1) It handle outline fonts properly (it simple matter connect outer outline inner outline fancy fonts). 2) It properly handle even/odd non-winding rules. From research years proper solution use trapezoid decomposition algorithm scan convert outlines trapezoids (as done Postscript TrueType font rasterizers). These trapezoidal polygons easily properly rendered 3D scanline renderer. My question is: better solutions turning outlines polgyons trapezoid decomposer? I fond solution since creates excess number polygons. Another question, know: best algorithm create bevelled and/or offset curves font outlines? I dozen papers subjects I can't tell method best implement. Thanks pointers. --> Rob Lansdale",0
"Hi, I use PC screen access program (IBM Screen Reader) speech synthesizer. (Accent SA). I would like find screen access programs windows platform. I heard couple beta testing, I would like find addresses/prices etc. Thanks, --Raman",1
"FIRST ANNUAL PHIGS USER GROUP CONFERENCE The First Annual PHIGS User Group Conference held March 21-24 Orlando, Florida. The conference organized Rensse- laer Design Research Center co-operation IEEE SIG- GRAPH. Attendees came five countries spanning three con- tinents. A good cross-section PHIGS community represented conference participants including PHIGS users, workstation vendors, third-party PHIGS implementors, stan- dards committee members, researchers industry academia. The opening speaker, Dr. Richard Puk, challenged PHIGS users ""take charge PHIGS"" participating PHIGS standardization activities communicating needs PHIGS implementors. The closing speaker, Dr. Andries Van Dam, described vision future graphics standards ""beyond PHIGS"". Technical paper sessions conference covered following topics: PHIGS X, Application Toolkits, Application Issues, Texture Mapping, NURBS, PHIGS Extensions, Object-Oriented Libraries Frameworks. Panel sessions PHIGS PEX, PHIGS Non-Retained Data, Real-World CAD Applications Using PHIGS, Portability Issues generated enthusiastic discussions formed good forum exchange ideas, needs, experiences. The conference also included day full tutorials topics rang- ing mathematics 3D graphics object-oriented tools based PHIGS. Next year's conference planned March, 1994. PHIGS EVERYWHERE At conference, PHIGS vendors described demonstrated PHIGS products run types computers, PCs mainframes. Megatek Corporation demonstrated PHIGS extensions including conditional traversal, composite logical input devices, texturing translucency. Template Graphics Software launched FIGARO+ PRO, Photo- Realistic Option PHIGS+. FIGARO+ PRO designed add advanced rendering existing PHIGS+ API, features like ray tracing, materials, anti-aliasing texture mapping. Radiosity support also planned. FIGARO+ example TGS continues add newly emerging graphics features products. FIGARO+ supports immediate mode extensions PHIGS also supports SUN XGL, HP Starbase SGI GL/OpenGL. FIGARO+ NT released summer. TGS also demonstrated latest versions FIGraph, powerful ""2-call"" charting system based PHIGS+, FIGt, object- oriented utility library PHIGS/PEX developers. G5G Gallium Software demonstrated new version GPHIGS Silicon Graphics workstations. Scheduled summer, 1993, Ver- sion 3.0 GPHIGS, company's PHIGS+ library worksta- tions, include advanced PHIGS debugger allows PHIGS developers display browse PHIGS structures PHIGS internal state. G5G also described Non-Duplicated Data Store stores pointers application data GPHIGS CSS efficient use memory. In addition, G5G described application GSE allows application callback functions GPHIGS traversal. GPHIGS PHIGURE, G5G's data visual- izer application development toolkit, currently available major workstations support GL, X Windows, PEX, Starbase. Wise Software presented slide show Z-PHIGS MS-Windows ARENA, PHIGS based modeller/render. Z-PHIGS implements PHIGS+ primitives. In addition Z-PHIGS built many advanced rendering features like texture mapping, shadow genera- tion, area quick updates ray tracing. A demo disk Z-PHIGS ARENA available request. ATC exhibited GRAFPAK-PHIGS, full-featured PHIGS implemen- tation based DEC PHIGS. GRAFPAK-PHIGS available workstation platforms C, FORTRAN Ada bindings incor- porates PEX support. Within booth sponsored Advanced Technology Center, Digital Equipment Corporation demonstrated DEC PHIGS V2.4 running DEC 3000/400 AXP PXG. ATCs' GRAFPAK-PHIGS port DEC PHIGS. DEC PHIGS V2.4 contains PHIGS PHIGS PLUS features support PEX V5.1 protocol. DEC PHIGS also contains GM/EDS PHIGS extensions including post-to-view well proprietary extensions support immediate mode rendering use PHIGS X11 environment. AXP, DEC, DEC PHIGS trademarks Digital Equipment Cor- poration. GRAFPAK-PHIGS ATC trademarks Advanced Tech- nology Center. PEX X11 trademarks Massachusetts Insti- tute Technology. The IBM exhibit featured GTO accelerator attached IBM 340 workstation running graPHIGS PEX. Hewlett Packard SHOgraphics demonstrated conference. A Hewlett Packard machine coupled display SHOgraphics PEX terminal. HP showcased latest PHIGS product enhance- ments. PHIGS USER GROUP The PHIGS Users Group formed aid development PHIGS applications provide user feedback PHIGS implementors PHIGS standards bodies. For information PHIGS Users Group, send e-mail to: phigsug@cadrt10.me.vt.edu write to: Sankar Jayaram Virginia Polytechnic Institute 114 Randolph Hall Blacksburg, Va. 24061-0238 FAX: 703-231-9100 VENDOR CONTACTS Megatek Corporation TEL (619) 455-5590 FAX (619) 453-7603 Template Graphics Software TEL (800) 544-4847 FAX (619) 452-2547 WISE software GmbH TEL +49-451-3909-413 FAX +49-451-3909-499 G5G - North American Sales TEL (800) 267-2626 FAX (613) 592-1278 Advanced Technology Center TEL (800) 999-5711 FAX (714) 583-9213 Digital Equipment Corporation TEL (603) 884-5111 International Business Machines Corporation TEL (800) 426-3333 Hewlett Packard Company TEL (303) 229-3800 COPIES OF THE CONFERENCE PROCEEDINGS Copies conference proceedings may obtained contact- ing Mary Johnson at: Johnson, Mary Design Manufacturing Institute Rensselaer Polytechnic Institute 110 Eighth Street Building CII, Room 7015 Troy, NY 12180-3590 Tel: (518)276-6754 Fax: (518)276-2702 Email: mjohnson@rdrc.rpi.edu",0
"I looking latest drivers Actix graphics accelerator card. The driver I currently using version 1.21 doesn't support 256 colors 1024x768 mode even 2MB memory. The BBS support Actix unbelievable! They still using 2400bps modem! It take hours download drivers, hurts calling long distance. Is ftp site collection video drivers windows? BTW, anyone using card, like far? Thanks. -- Daniel Y.H. Wong UofT:(416)978-1659 wongda@picton.eecg.toronto.edu Electrical Engineering",1
"I'm interested simulating reverse (or negative) color video mathematically. What transform? Is simple reversal hue value HSV color space? Is manipulation YUV color space? How related solarization? If want see something truly wild, turn reverse video effect camcorder equipped, point monitor. This creates chaotic dynamical system whose phase space continuous along rotation, zoom, focus, etc. Very surprising lovely. I'd like write simulation effect without analog grunge. Thanks info may have. Please e-mail info me. I'll post summary. Thanks, --",0
"You're supposed delete everything ""cut here"" mark, lower cut mark, uudecode it. *I able to: unexpected end file encountered last line. could please re-post it, tell I'm wrong? thanks,i.a., Mickey",1
"Okay, I've received whole lot requests movie, simplicity's sake I can't mail I've already received (as 16:30 EDT, Tuesday). Maybe it'll pop site sooner later.",0
